ID,Name,Country of Incorporation,Country of Incorporation,GICS Sector Name,GICS Sector Name
BDO.PS,BDO Unibank Inc,Philippines,Philippines,Financials,Financials
MFIN.PS,Makati Finance Corp,Philippines,Philippines,Financials,Financials
PSE.PS,Philippine Stock Exchange Inc,Philippines,Philippines,Financials,Financials
COL.PS,COL Financial Group Inc,Philippines,Philippines,Financials,Financials
NRCP.PS,National Reinsurance Corporation of the Philippines,Philippines,Philippines,Financials,Financials
GMAP.PS,GMA Holdings Inc,Philippines,Philippines,Financials,Financials
I.PS,IRemit Inc,Philippines,Philippines,Financials,Financials
PBB.PS,Philippine Business Bank Inc (A Savings Bank),Philippines,Philippines,Financials,Financials
EW.PS,East West Banking Corp,Philippines,Philippines,Financials,Financials
AUB.PS,Asia United Bank Corp,Philippines,Philippines,Financials,Financials
FERRO.PS,Ferronoux Holdings Inc,Philippines,Philippines,Financials,Financials
CTS.PS,CTS Global Equity Group Inc,Philippines,Philippines,Financials,Financials
BNCOM.PS,Bank of Commerce,Philippines,Philippines,Financials,Financials
BISB.BH,Bahrain Islamic Bank BSC,Bahrain,Bahrain,Financials,Financials
BNHB.BH,Bahrain National Holding Company BSC,Bahrain,Bahrain,Financials,Financials
ABCB.BH,Arab Banking Corporation B S C,Bahrain,Bahrain,Financials,Financials
ARIG.BH,Arab Insurance Group BSC,Bahrain,Bahrain,Financials,Financials
BKIC.BH,Bahrain Kuwait Insurance Co BSC,Bahrain,Bahrain,Financials,Financials
BMEB.BH,Bahrain Middle East Bank BSC,Bahrain,Bahrain,Financials,Financials
BBKB.BH,Bank of Bahrain and Kuwait BSC,Bahrain,Bahrain,Financials,Financials
EICB.BH,Esterad Investment Co BSC,Bahrain,Bahrain,Financials,Financials
SOLID.BH,Solidarity Bahrain BSC,Bahrain,Bahrain,Financials,Financials
NATB.BH,National Bank of Bahrain BSC,Bahrain,Bahrain,Financials,Financials
BCFC.BH,Bahrain Commercial Facilities Co BSC,Bahrain,Bahrain,Financials,Financials
TAKA.BH,Takaful International Co BSC,Bahrain,Bahrain,Financials,Financials
UGIC.BH,United Gulf Investment Corporation BSC,Bahrain,Bahrain,Financials,Financials
SICO.BH,SICO BSC C,Bahrain,Bahrain,Financials,Financials
GFHB.BH,GFH Financial Group BSC,Bahrain,Bahrain,Financials,Financials
SALAM.BH,Al Salam Bank BSC,Bahrain,Bahrain,Financials,Financials
ITHMR.BH,Ithmaar Holding BSC,Bahrain,Bahrain,Financials,Financials
KHALEEJI.BH,Khaleeji Bank BSC,Bahrain,Bahrain,Financials,Financials
UGHC.BH,United Gulf Holding Company BSC,Bahrain,Bahrain,Financials,Financials
DIDI.OM,Dhofar International Development and Investment Holding Company Saog,Oman,Oman,Financials,Financials
DICS.OM,Dhofar Insurance Company SAOG,Oman,Oman,Financials,Financials
FSCI.OM,Financial Services SAOG Co,Oman,Oman,Financials,Financials
NBOB.OM,National Bank of Oman SAOG,Oman,Oman,Financials,Financials
OUIC.OM,Oman United Insurance Co SAOG,Oman,Oman,Financials,Financials
OMVS.OM,Oman International Development & Investment Company SAOG,Oman,Oman,Financials,Financials
NFCI.OM,National Finance Company SAOG,Oman,Oman,Financials,Financials
AMII.OM,Al Madina Investment Holding SAOG,Oman,Oman,Financials,Financials
AAIC.OM,Al Anwar Investments SAOG,Oman,Oman,Financials,Financials
MCTI.OM,Muscat Insurance Company SAOG,Oman,Oman,Financials,Financials
OEIO.OM,Oman and Emirates Investment Holding Company SAOG,Oman,Oman,Financials,Financials
DBIH.OM,Al Batinah Development and Investment Holding Co SAOG,Oman,Oman,Financials,Financials
AOFS.OM,Al Omaniya Financial Services (SAOG),Oman,Oman,Financials,Financials
ABOB.OM,Ahli Bank SAOG,Oman,Oman,Financials,Financials
BKDB.OM,Bank Dhofar SAOG,Oman,Oman,Financials,Financials
BKMB.OM,Bank Muscat SAOG,Oman,Oman,Financials,Financials
MFCI.OM,Muscat Finance SAOG,Oman,Oman,Financials,Financials
UFCI.OM,United Finance Co SAOG,Oman,Oman,Financials,Financials
OIMS.OM,Oman International Marketing Company SAOG,Oman,Oman,Financials,Financials
GFIC.OM,Global Financial Investments Holding SAOG,Oman,Oman,Financials,Financials
SIHC.OM,ASharqiya Investment Holding SAOG Co,Oman,Oman,Financials,Financials
FINC.OM,Financial Corporation SAOG Co,Oman,Oman,Financials,Financials
TFCI.OM,Taageer Finance Co SAOG,Oman,Oman,Financials,Financials
BKSB.OM,Sohar International Bank SAOG,Oman,Oman,Financials,Financials
AMAT.OM,Al Madina Insurance Company SAOG,Oman,Oman,Financials,Financials
OAB.OM,Oman Arab Bank SAOG,Oman,Oman,Financials,Financials
BKNZ.OM,Bank Nizwa SAOG,Oman,Oman,Financials,Financials
ORIC.OM,Oman Reinsurance Company SAOC,Oman,Oman,Financials,Financials
TAOI.OM,Takaful Oman Insurance SAOG,Oman,Oman,Financials,Financials
AFIC.OM,Arabia Falcon Insurance Company SAOC,Oman,Oman,Financials,Financials
OQIC.OM,Oman Qatar Insurance Company SAOG,Oman,Oman,Financials,Financials
LIVA.OM,Liva Group SAOG,Oman,Oman,Financials,Financials
2855.TW,統一綜合證券股份有限公司,Taiwan,Taiwan,Financials,Financials
2838.TW,聯邦商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2845.TW,遠東國際商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2849.TW,安泰商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
6005.TW,群益金鼎證券股份有限公司,Taiwan,Taiwan,Financials,Financials
6015.TWO,宏遠證券股份有限公司,Taiwan,Taiwan,Financials,Financials
6016.TWO,康和綜合證券股份有限公司,Taiwan,Taiwan,Financials,Financials
2812.TW,台中商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2801.TW,彰化商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2905.TW,三商投資控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2809.TW,京城商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2816.TW,旺旺友聯產物保險股份有限公司,Taiwan,Taiwan,Financials,Financials
2852.TW,第一產物保險股份有限公司,Taiwan,Taiwan,Financials,Financials
2820.TW,中華票券金融股份有限公司,Taiwan,Taiwan,Financials,Financials
2832.TW,臺灣產物保險股份有限公司,Taiwan,Taiwan,Financials,Financials
2836.TW,高雄銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2834.TW,臺灣中小企業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
2851.TW,中央再保險股份有限公司,Taiwan,Taiwan,Financials,Financials
2850.TW,新光產物保險股份有限公司,Taiwan,Taiwan,Financials,Financials
9941.TW,裕融企業股份有限公司,Taiwan,Taiwan,Financials,Financials
2880.TW,華南金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2881.TW,富邦金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2883.TW,凱基金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2882.TW,國泰金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2884.TW,玉山金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2885.TW,元大金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2886.TW,兆豐金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2888.TW,新光金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2887.TW,台新金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2889.TW,國票金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2890.TW,永豐金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2891.TW,中國信託金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
6020.TWO,大展證券股份有限公司,Taiwan,Taiwan,Financials,Financials
6021.TWO,美好證券股份有限公司,Taiwan,Taiwan,Financials,Financials
2892.TW,第一金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
5880.TW,合作金庫金融控股股份有限公司,Taiwan,Taiwan,Financials,Financials
2897.TW,王道商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
6023.TWO,元大期貨股份有限公司,Taiwan,Taiwan,Financials,Financials
5863.TWO,瑞興商業銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
6024.TW,群益期貨股份有限公司,Taiwan,Taiwan,Financials,Financials
5864.TWO,致和證券股份有限公司,Taiwan,Taiwan,Financials,Financials
2867.TW,三商美邦人壽保險股份有限公司,Taiwan,Taiwan,Financials,Financials
5859.TWO,遠雄人壽保險事業股份有限公司,Taiwan,Taiwan,Financials,Financials
5878.TWO,台名保險經紀人股份有限公司,Taiwan,Taiwan,Financials,Financials
5876.TW,上海商業儲蓄銀行股份有限公司,Taiwan,Taiwan,Financials,Financials
6026.TWO,福邦證券股份有限公司,Taiwan,Taiwan,Financials,Financials
6027.TWO,德信綜合證券股份有限公司,Taiwan,Taiwan,Financials,Financials
6592.TW,和潤企業股份有限公司,Taiwan,Taiwan,Financials,Financials
6028.TWO,公勝保險經紀人股份有限公司,Taiwan,Taiwan,Financials,Financials
6763.TWO,綠界科技股份有限公司,Taiwan,Taiwan,Financials,Financials
6878.TWO,歐付寶電子支付股份有限公司,Taiwan,Taiwan,Financials,Financials
6901.TW,鑽石生技投資股份有限公司,Taiwan,Taiwan,Financials,Financials
6035.TWO,悠遊卡股份有限公司,Taiwan,Taiwan,Financials,Financials
6958.TW,日盛台駿國際租賃股份有限公司,Taiwan,Taiwan,Financials,Financials
6984.TWO,交流資服股份有限公司,Taiwan,Taiwan,Financials,Financials
7722.TW,連加網路商業股份有限公司,Taiwan,Taiwan,Financials,Financials
7738.TWO,東聯互動股份有限公司,Taiwan,Taiwan,Financials,Financials
7777.TWO,能率亞洲資本股份有限公司,Taiwan,Taiwan,Financials,Financials
UCFI.AM,United Financial Investments Company PSC,Jordan,Jordan,Financials,Financials
JOTF.AM,JORDAN TRADE FAC COMPANY PSC,Jordan,Jordan,Financials,Financials
JERY.AM,Jerusalem Insurance Company PSC,Jordan,Jordan,Financials,Financials
JCBK.AM,Jordan Commercial Bank PSC,Jordan,Jordan,Financials,Financials
JDFI.AM,Jordanian Company for Developing and Financial Investment,Jordan,Jordan,Financials,Financials
AMMI.AM,Euro Arab Insurance Group PSC,Jordan,Jordan,Financials,Financials
ABCO.AM,Arab Banking Corporation Jordan PSC,Jordan,Jordan,Financials,Financials
ACDT.AM,Premier Business and Projects Company PSC,Jordan,Jordan,Financials,Financials
AIUI.AM,Arab Union International Insurance Company PSC,Jordan,Jordan,Financials,Financials
AJIB.AM,Arab Jordan Investment Bank Company PSC,Jordan,Jordan,Financials,Financials
ARBK.AM,Arab Bank PLC,Jordan,Jordan,Financials,Financials
MIIC.AM,Al Manara Islamic Insurance Company PLC Co,Jordan,Jordan,Financials,Financials
BOJX.AM,Bank of Jordan PLC,Jordan,Jordan,Financials,Financials
CABK.AM,Cairo Amman Bank PSC,Jordan,Jordan,Financials,Financials
DICL.AM,Delta Insurance Company PSC,Jordan,Jordan,Financials,Financials
AICJ.AM,Arabia Insurance Company Jordan PSC,Jordan,Jordan,Financials,Financials
SIBK.AM,Safwa Islamic Bank PSC,Jordan,Jordan,Financials,Financials
INVB.AM,Invest Bank PSC,Jordan,Jordan,Financials,Financials
JOFR.AM,Jordan French Insurance Company PSC,Jordan,Jordan,Financials,Financials
JOIB.AM,Jordan Islamic Bank Co PLC,Jordan,Jordan,Financials,Financials
JOIN.AM,Jordan Insurance Company PSC,Jordan,Jordan,Financials,Financials
JOKB.AM,Jordan Kuwait Bank Company PSC,Jordan,Jordan,Financials,Financials
AHLI.AM,Jordan Ahli Bank PSC,Jordan,Jordan,Financials,Financials
MEIN.AM,Middle East Insurance Company PSC,Jordan,Jordan,Financials,Financials
NAAI.AM,National Insurance Company PSC,Jordan,Jordan,Financials,Financials
MHFZ.AM,National Portfolio Securities PSC,Jordan,Jordan,Financials,Financials
PHIN.AM,Philadelphia Insurance PSC,Jordan,Jordan,Financials,Financials
THBK.AM,Housing Bank for Trade and Finance PSC,Jordan,Jordan,Financials,Financials
UBSI.AM,Bank Al Etihad PSC,Jordan,Jordan,Financials,Financials
UNIN.AM,United Insurance Company PSC,Jordan,Jordan,Financials,Financials
AAIN.AM,Al-Nisr Al-Arabi Insurance Company PSC,Jordan,Jordan,Financials,Financials
JOIT.AM,Jordan Investment Trust PLC,Jordan,Jordan,Financials,Financials
TIIC.AM,Islamic Insurance Company PSC,Jordan,Jordan,Financials,Financials
JEIH.AM,Jordanian Expatriates Investment Holdings Company PSC,Jordan,Jordan,Financials,Financials
CEIG.AM,Century Investment Group PSC,Jordan,Jordan,Financials,Financials
JIJC.AM,Jordan International Insurance Company PSC,Jordan,Jordan,Financials,Financials
CAPL.AM,Capital Bank of Jordan Psc,Jordan,Jordan,Financials,Financials
ARGR.AM,Arab Jordanian Insurance Group PSC,Jordan,Jordan,Financials,Financials
ARAS.AM,Arab Assurers Insurance Co PSC,Jordan,Jordan,Financials,Financials
JLGC.AM,Jordan Loan Guarantee Corporation PSC,Jordan,Jordan,Financials,Financials
GIGJ.AM,Gulf Insurance Group Jordan,Jordan,Jordan,Financials,Financials
BIND.AM,Bindar Trading & Investment Company PLC,Jordan,Jordan,Financials,Financials
IBFM.AM,International Brokerage & Financial Markets Company Plc,Jordan,Jordan,Financials,Financials
AMAL.AM,Al Amal Financial Investment Company PSC,Jordan,Jordan,Financials,Financials
BLAD.AM,Al Bilad Securities and Investment Company PSC,Jordan,Jordan,Financials,Financials
FFCO.AM,First Finance Company PSC,Jordan,Jordan,Financials,Financials
SANA.AM,Al Sanabel International for Islamic Investments Holding PSC,Jordan,Jordan,Financials,Financials
FUTR.AM,Future Arab Investment Company PSC,Jordan,Jordan,Financials,Financials
MDGF.AM,Mediterranean and Gulf Insurance Company Jordan PSC,Jordan,Jordan,Financials,Financials
SALM.AM,Babelon Investments Company PSC,Jordan,Jordan,Financials,Financials
DRKM.AM,Darkom Investments Company PSC,Jordan,Jordan,Financials,Financials
KAFA.AM,Kafaa for Financial and Economic Investments PSC,Jordan,Jordan,Financials,Financials
THMA.AM,Tuhama for Financial Investments PSC,Jordan,Jordan,Financials,Financials
FINS.AM,First Insurance Company PSC,Jordan,Jordan,Financials,Financials
CARD.AM,International Cards Company PSC,Jordan,Jordan,Financials,Financials
SHBC.AM,Shareco Brokerage Company Psc,Jordan,Jordan,Financials,Financials
SABK.AM,Sabaek for Investment PSC,Jordan,Jordan,Financials,Financials
DAIF.AM,Dar Al Aman for Islamic Finance PLC,Jordan,Jordan,Financials,Financials
AMON.AM,Amoun International for Investments Company PSC,Jordan,Jordan,Financials,Financials
LEAS.AM,Comprehensive Leasing Company PSC,Jordan,Jordan,Financials,Financials
RUMI.AM,Rumm Financial Brokerage Co PSC,Jordan,Jordan,Financials,Financials
MARKZ.KW,Kuwait Financial Centre KPSC,Kuwait,Kuwait,Financials,Financials
ABKK.KW,Al Ahli Bank of Kuwait KSCP,Kuwait,Kuwait,Financials,Financials
SECH.KW,Securities House KSCP,Kuwait,Kuwait,Financials,Financials
BURG.KW,Burgan Bank KPSC,Kuwait,Kuwait,Financials,Financials
CBKK.KW,Commercial Bank of Kuwait KPSC,Kuwait,Kuwait,Financials,Financials
GBKK.KW,Gulf Bank KSCP,Kuwait,Kuwait,Financials,Financials
KFH.KW,Kuwait Finance House KSCP,Kuwait,Kuwait,Financials,Financials
KIBK.KW,Kuwait International Bank KSCP,Kuwait,Kuwait,Financials,Financials
KINS.KW,Kuwait Insurance Company SAKP,Kuwait,Kuwait,Financials,Financials
NBKK.KW,National Bank of Kuwait SAKP,Kuwait,Kuwait,Financials,Financials
WINSRE.KW,Warba Insurance and Reinsurance Company KSCP,Kuwait,Kuwait,Financials,Financials
AINS.KW,Al Ahleia Insurance Co SAKP,Kuwait,Kuwait,Financials,Financials
FACI.KW,Commercial Facilities Company SAK,Kuwait,Kuwait,Financials,Financials
COAS.KW,Coast Investment & Development Company KSCP,Kuwait,Kuwait,Financials,Financials
IFIN.KW,International Financial Advisers Holding KPSC,Kuwait,Kuwait,Financials,Financials
GINS.KW,Gulf Insurance Group KSCP,Kuwait,Kuwait,Financials,Financials
KINV.KW,Kuwait Investment Company KSCP,Kuwait,Kuwait,Financials,Financials
KPRO.KW,Kuwait Projects Company Holding KSCP,Kuwait,Kuwait,Financials,Financials
NINV.KW,National Investments Co KSCP,Kuwait,Kuwait,Financials,Financials
ARZA.KW,Arzan Financial Group for Financing and Investment KSPC,Kuwait,Kuwait,Financials,Financials
KMEF.KW,Kuwait and Middle East Financial Investment Company KSCP,Kuwait,Kuwait,Financials,Financials
OLAK.KW,First Investment Co KSCP,Kuwait,Kuwait,Financials,Financials
GIHK.KW,Gulf Investment House KPSC,Kuwait,Kuwait,Financials,Financials
AAYA.KW,Aayan Leasing and Investment Company KSCP,Kuwait,Kuwait,Financials,Financials
BAYK.KW,Bayan Investment Holding Co KSCP,Kuwait,Kuwait,Financials,Financials
OSUL.KW,Osoul Investment Co KSCP,Kuwait,Kuwait,Financials,Financials
KFSK.KW,KFIC Invest Company KSCP,Kuwait,Kuwait,Financials,Financials
KAMC.KW,KAMCO Investment Co KSCP,Kuwait,Kuwait,Financials,Financials
KWRE.KW,Kuwait Reinsurance Company KSCP,Kuwait,Kuwait,Financials,Financials
FTIK.KW,First Takaful Insurance Company KPSC,Kuwait,Kuwait,Financials,Financials
WETH.KW,Wethaq Takaful Insurance Co KCSP,Kuwait,Kuwait,Financials,Financials
NIHK.KW,National International Holding Co KSCP,Kuwait,Kuwait,Financials,Financials
KPPC.KW,Privatization Holding Co KPSC,Kuwait,Kuwait,Financials,Financials
UNIC.KW,UniCap Investment and Finance Co KSCP,Kuwait,Kuwait,Financials,Financials
TAHS.KW,Credit Rating and Collection Co KSCP,Kuwait,Kuwait,Financials,Financials
DEER.KW,Al-Deera Holding Company KPSC,Kuwait,Kuwait,Financials,Financials
ALSAFAT.KW,Al Safat Investment Company KSCP,Kuwait,Kuwait,Financials,Financials
EKTT.KW,Ekttitab Holding Company KSCP,Kuwait,Kuwait,Financials,Financials
NOOR.KW,Noor Financial Investment Co KPSC,Kuwait,Kuwait,Financials,Financials
BOUK.KW,Boubyan Bank KSCP,Kuwait,Kuwait,Financials,Financials
TAMI.KW,Tamdeen Investment Co KSCP,Kuwait,Kuwait,Financials,Financials
EMIRATES.KW,Kuwait Emirates Holding Company KSCP,Kuwait,Kuwait,Financials,Financials
ASIYA.KW,Asiya Capital Investments Company KSCP,Kuwait,Kuwait,Financials,Financials
ALIMK.KW,Alimtiaz Investment Group Co KSCP,Kuwait,Kuwait,Financials,Financials
RASI.KW,Rasiyat Holding Co KPSC,Kuwait,Kuwait,Financials,Financials
WARBA.KW,Warba Capital Holding Company KSCP,Kuwait,Kuwait,Financials,Financials
ALMAN.KW,Al Manar Financing & Leasing Co KSCP,Kuwait,Kuwait,Financials,Financials
WARB.KW,Warba Bank KSCP,Kuwait,Kuwait,Financials,Financials
BOURSA.KW,Boursa Kuwait Securities Company KPSC,Kuwait,Kuwait,Financials,Financials
1060.SE,Saudi Awwal Bank SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
4130.SE,Al Baha Investment and Development Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1020.SE,Bank Aljazira SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1010.SE,Riyad Bank SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1030.SE,Saudi Investment Bank SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1050.SE,Banque Saudi Fransi SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1080.SE,Arab National Bank,Saudi Arabia,Saudi Arabia,Financials,Financials
1120.SE,Al Rajhi Banking and Investment Corporation SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
2120.SE,Saudi Advanced Industries Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8010.SE,Company for Cooperative Insurance SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1140.SE,Bank Albilad SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8160.SE,Arabia Insurance Cooperative Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8020.SE,Malath Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8030.SE,Mediterranean and Gulf Cooperative Insurance and Reinsurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1150.SE,Alinma Bank SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8070.SE,Arabian Shield Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8150.SE,Allied Cooperative Insurance Group SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8120.SE,Gulf Union Alahlia Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8050.SE,Salama Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8060.SE,Walaa Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8040.SE,Allianz Saudi Fransi Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
4280.SE,Kingdom Holding Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8100.SE,Saudi Arabian Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8210.SE,Bupa Arabia for Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8180.SE,Al Sagr Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8170.SE,Al Etihad Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8190.SE,United Cooperative Assurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8200.SE,Saudi Reinsurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8250.SE,Gulf Insurance Group SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8240.SE,CHUBB Arabia Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8270.SE,Buruj Cooperative Insurance Co SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8280.SE,Liva Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8260.SE,Gulf General Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8230.SE,Al Rajhi Company for Cooperative Insurance,Saudi Arabia,Saudi Arabia,Financials,Financials
8300.SE,Wataniya Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1180.SE,Saudi National Bank SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8310.SE,Amana Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8311.SE,Saudi Enaya Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8012.SE,Aljazira Takaful Taawuni Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
9596.SE,Quara Finance Company CJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
4081.SE,Nayifat Finance Co,Saudi Arabia,Saudi Arabia,Financials,Financials
1182.SE,Amlak International Finance Co,Saudi Arabia,Saudi Arabia,Financials,Financials
1111.SE,Saudi Tadawul Group Holding Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
1183.SE,SHL Finance Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
4082.SE,Morabaha Marina Financing Company SCJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
9586.SE,Osool & Bakheet Investment Company SCJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
9585.SE,Mulkia Investment Company SCJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
9602.SE,Yaqeen Financial Yaqeen Capital Company SJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
8313.SE,Rasan Information Technology Company SCJSC,Saudi Arabia,Saudi Arabia,Financials,Financials
BOB.BY,Bank of Beirut SAL,Lebanon,Lebanon,Financials,Financials
BLC.BY,Blc Bank SAL,Lebanon,Lebanon,Financials,Financials
AUDI.BY,Bank Audi sal,Lebanon,Lebanon,Financials,Financials
BYB.BY,Byblos Bank SAL,Lebanon,Lebanon,Financials,Financials
BEMO.BY,Banque Bemo SAL,Lebanon,Lebanon,Financials,Financials
BLOM.BY,BLOM Bank SAL,Lebanon,Lebanon,Financials,Financials
000810.KS,Samsung Fire & Marine Insurance Co Ltd,South Korea,South Korea,Financials,Financials
016610.KS,DB Financial Investment Co Ltd,South Korea,South Korea,Financials,Financials
016360.KS,Samsung Securities Co Ltd,South Korea,South Korea,Financials,Financials
000540.KS,Heungkuk Fire & Marine Insurance Co Ltd,South Korea,South Korea,Financials,Financials
005940.KS,NH Investment & Securities Co Ltd,South Korea,South Korea,Financials,Financials
041190.KQ,Woori Technology Investment Co Ltd,South Korea,South Korea,Financials,Financials
003540.KS,Daishin Securities Co Ltd,South Korea,South Korea,Financials,Financials
006800.KS,Mirae Asset Securities Co Ltd,South Korea,South Korea,Financials,Financials
003530.KS,Hanwha Investment&Securities Co Ltd,South Korea,South Korea,Financials,Financials
001290.KS,Sangsangin Investment & Securities Co Ltd,South Korea,South Korea,Financials,Financials
030210.KS,Daol Investment & Securities Co Ltd,South Korea,South Korea,Financials,Financials
001750.KS,Hanyang Securities Co Ltd,South Korea,South Korea,Financials,Financials
005830.KS,DB Insurance Co Ltd,South Korea,South Korea,Financials,Financials
001450.KS,Hyundai Marine & Fire Insurance Co Ltd,South Korea,South Korea,Financials,Financials
006220.KS,Jeju Bank,South Korea,South Korea,Financials,Financials
001270.KS,Bookook Securities Co Ltd,South Korea,South Korea,Financials,Financials
000400.KS,Lotte Non-Life Insurance Co Ltd,South Korea,South Korea,Financials,Financials
003690.KS,Korean Reinsurance Co,South Korea,South Korea,Financials,Financials
001510.KS,SK Securities Co Ltd,South Korea,South Korea,Financials,Financials
001200.KS,Eugene Investment & Securities Co Ltd,South Korea,South Korea,Financials,Financials
001720.KS,Shinyoung Securities Co Ltd,South Korea,South Korea,Financials,Financials
003460.KS,Yuhwa Securities Co Ltd,South Korea,South Korea,Financials,Financials
003470.KS,Yuanta Securities Korea Co Ltd,South Korea,South Korea,Financials,Financials
001500.KS,Hyundai Motor Securities Co Ltd,South Korea,South Korea,Financials,Financials
000370.KS,Hanwha General Insurance Co Ltd,South Korea,South Korea,Financials,Financials
036120.KQ,SCI Information Service Inc,South Korea,South Korea,Financials,Financials
032190.KQ,Daou Data Corp,South Korea,South Korea,Financials,Financials
027830.KQ,Daesung Private Equity Inc,South Korea,South Korea,Financials,Financials
021880.KQ,Mason Capital Corp,South Korea,South Korea,Financials,Financials
019590.KQ,M-Venture Investment Inc,South Korea,South Korea,Financials,Financials
019570.KQ,Plutus Investment Co Ltd,South Korea,South Korea,Financials,Financials
019550.KQ,SBI Investment Korea Co Ltd,South Korea,South Korea,Financials,Financials
021080.KQ,Atinum Investment Co Ltd,South Korea,South Korea,Financials,Financials
019660.KQ,Globon Co Ltd,South Korea,South Korea,Financials,Financials
016600.KQ,Q Capital Partners Co Ltd,South Korea,South Korea,Financials,Financials
007330.KQ,Pureun Mutual Savings Bank,South Korea,South Korea,Financials,Financials
023460.KQ,CNH Co Ltd,South Korea,South Korea,Financials,Financials
023590.KS,Daou Technology Inc,South Korea,South Korea,Financials,Financials
023760.KQ,Han Kook Capital Co Ltd,South Korea,South Korea,Financials,Financials
024110.KS,Industrial Bank of Korea,South Korea,South Korea,Financials,Financials
012700.KQ,Leadcorp Inc,South Korea,South Korea,Financials,Financials
026890.KS,Stic Investments Inc,South Korea,South Korea,Financials,Financials
