ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
WARBA.KW,Warba Capital Holding Company KSCP,Kuwait,Kuwait,基礎原材料,Financials,Financials
ALMAN.KW,Al Manar Financing & Leasing Co KSCP,Kuwait,Kuwait,金融,Financials,Financials
WARB.KW,Warba Bank KSCP,Kuwait,Kuwait,金融,Financials,Financials
BOURSA.KW,Boursa Kuwait Securities Company KPSC,Kuwait,Kuwait,金融,Financials,Financials
1060.SE,Saudi Awwal Bank SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
4130.SE,Al Baha Investment and Development Company SJSC,Saudi Arabia,Saudi Arabia,房地產,Financials,Financials
1020.SE,Bank Aljazira SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1010.SE,Riyad Bank SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1030.SE,Saudi Investment Bank SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1050.SE,Banque Saudi Fransi SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1080.SE,Arab National Bank,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1120.SE,Al Rajhi Banking and Investment Corporation SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
2120.SE,Saudi Advanced Industries Company SJSC,Saudi Arabia,Saudi Arabia,基礎原材料,Financials,Financials
8010.SE,Company for Cooperative Insurance SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1140.SE,Bank Albilad SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8160.SE,Arabia Insurance Cooperative Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8020.SE,Malath Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8030.SE,Mediterranean and Gulf Cooperative Insurance and Reinsurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1150.SE,Alinma Bank SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8070.SE,Arabian Shield Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8150.SE,Allied Cooperative Insurance Group SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8120.SE,Gulf Union Alahlia Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8050.SE,Salama Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8060.SE,Walaa Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8040.SE,Allianz Saudi Fransi Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
4280.SE,Kingdom Holding Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8100.SE,Saudi Arabian Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8210.SE,Bupa Arabia for Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8180.SE,Al Sagr Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8170.SE,Al Etihad Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8190.SE,United Cooperative Assurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8200.SE,Saudi Reinsurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8250.SE,Gulf Insurance Group SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8240.SE,CHUBB Arabia Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8270.SE,Buruj Cooperative Insurance Co SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8280.SE,Liva Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8260.SE,Gulf General Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8230.SE,Al Rajhi Company for Cooperative Insurance,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8300.SE,Wataniya Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1180.SE,Saudi National Bank SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8310.SE,Amana Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8311.SE,Saudi Enaya Cooperative Insurance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8012.SE,Aljazira Takaful Taawuni Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
9596.SE,Quara Finance Company CJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
4081.SE,Nayifat Finance Co,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1182.SE,Amlak International Finance Co,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1111.SE,Saudi Tadawul Group Holding Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
1183.SE,SHL Finance Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
4082.SE,Morabaha Marina Financing Company SCJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
9586.SE,Osool & Bakheet Investment Company SCJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
9585.SE,Mulkia Investment Company SCJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
9602.SE,Yaqeen Financial Yaqeen Capital Company SJSC,Saudi Arabia,Saudi Arabia,金融,Financials,Financials
8313.SE,Rasan Information Technology Company SCJSC,Saudi Arabia,Saudi Arabia,技術,Financials,Financials
BOB.BY,Bank of Beirut SAL,Lebanon,Lebanon,金融,Financials,Financials
BLC.BY,Blc Bank SAL,Lebanon,Lebanon,金融,Financials,Financials
AUDI.BY,Bank Audi sal,Lebanon,Lebanon,金融,Financials,Financials
BYB.BY,Byblos Bank SAL,Lebanon,Lebanon,金融,Financials,Financials
BEMO.BY,Banque Bemo SAL,Lebanon,Lebanon,金融,Financials,Financials
BLOM.BY,BLOM Bank SAL,Lebanon,Lebanon,金融,Financials,Financials
000810.KS,Samsung Fire & Marine Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
016610.KS,DB Financial Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
016360.KS,Samsung Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
000540.KS,Heungkuk Fire & Marine Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
005940.KS,NH Investment & Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
041190.KQ,Woori Technology Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
003540.KS,Daishin Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
006800.KS,Mirae Asset Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
003530.KS,Hanwha Investment&Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
001290.KS,Sangsangin Investment & Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
030210.KS,Daol Investment & Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
001750.KS,Hanyang Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
005830.KS,DB Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
001450.KS,Hyundai Marine & Fire Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
006220.KS,Jeju Bank,South Korea,South Korea,金融,Financials,Financials
001270.KS,Bookook Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
000400.KS,Lotte Non-Life Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
003690.KS,Korean Reinsurance Co,South Korea,South Korea,金融,Financials,Financials
001510.KS,SK Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
001200.KS,Eugene Investment & Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
001720.KS,Shinyoung Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
003460.KS,Yuhwa Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
003470.KS,Yuanta Securities Korea Co Ltd,South Korea,South Korea,金融,Financials,Financials
001500.KS,Hyundai Motor Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
000370.KS,Hanwha General Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
036120.KQ,SCI Information Service Inc,South Korea,South Korea,工業品,Financials,Financials
032190.KQ,Daou Data Corp,South Korea,South Korea,金融,Financials,Financials
027830.KQ,Daesung Private Equity Inc,South Korea,South Korea,金融,Financials,Financials
021880.KQ,Mason Capital Corp,South Korea,South Korea,金融,Financials,Financials
019590.KQ,M-Venture Investment Inc,South Korea,South Korea,金融,Financials,Financials
019570.KQ,Plutus Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
019550.KQ,SBI Investment Korea Co Ltd,South Korea,South Korea,金融,Financials,Financials
021080.KQ,Atinum Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
019660.KQ,Globon Co Ltd,South Korea,South Korea,非週期性消費品,Financials,Financials
016600.KQ,Q Capital Partners Co Ltd,South Korea,South Korea,金融,Financials,Financials
007330.KQ,Pureun Mutual Savings Bank,South Korea,South Korea,金融,Financials,Financials
023460.KQ,CNH Co Ltd,South Korea,South Korea,週期性消費品,Financials,Financials
023590.KS,Daou Technology Inc,South Korea,South Korea,金融,Financials,Financials
023760.KQ,Han Kook Capital Co Ltd,South Korea,South Korea,金融,Financials,Financials
024110.KS,Industrial Bank of Korea,South Korea,South Korea,金融,Financials,Financials
012700.KQ,Leadcorp Inc,South Korea,South Korea,能源,Financials,Financials
026890.KS,Stic Investments Inc,South Korea,South Korea,金融,Financials,Financials
036800.KQ,Nice Information & Telecommunication Inc,South Korea,South Korea,技術,Financials,Financials
025770.KQ,Korea Information & Communications Co Ltd,South Korea,South Korea,工業品,Financials,Financials
030610.KS,Kyobo Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
038540.KQ,Sangsangin Co Ltd,South Korea,South Korea,金融,Financials,Financials
055550.KS,Shinhan Financial Group Co Ltd,South Korea,South Korea,金融,Financials,Financials
060250.KQ,NHN KCP Corp,South Korea,South Korea,技術,Financials,Financials
034950.KQ,Korea Ratings Corp,South Korea,South Korea,工業品,Financials,Financials
035600.KQ,KGInicis Co Ltd,South Korea,South Korea,技術,Financials,Financials
071050.KS,Korea Investment Holdings Co Ltd,South Korea,South Korea,金融,Financials,Financials
034310.KS,NICE Holdings Co Ltd,South Korea,South Korea,技術,Financials,Financials
039490.KS,Kiwoom Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
064260.KQ,Danal Co Ltd,South Korea,South Korea,工業品,Financials,Financials
046440.KQ,KG Mobilians Co Ltd,South Korea,South Korea,工業品,Financials,Financials
086790.KS,Hana Financial Group Inc,South Korea,South Korea,金融,Financials,Financials
088980.KS,Macquarie Korea Infrastructure Fund,South Korea,South Korea,金融,Financials,Financials
078020.KQ,LS Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
029780.KS,Samsung Card Co Ltd,South Korea,South Korea,金融,Financials,Financials
094480.KQ,GalaxiaMoneyTree Co Ltd,South Korea,South Korea,技術,Financials,Financials
082640.KS,Tongyang Life Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
105560.KS,KB Financial Group Inc,South Korea,South Korea,金融,Financials,Financials
088350.KS,Hanwha Life Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
032830.KS,Samsung Life Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
085620.KS,Mirae Asset Life Insurance Co Ltd,South Korea,South Korea,金融,Financials,Financials
138930.KS,BNK Financial Group Inc,South Korea,South Korea,金融,Financials,Financials
138040.KS,Meritz Financial Group Inc,South Korea,South Korea,金融,Financials,Financials
139130.KS,DGB Financial Group,South Korea,South Korea,金融,Financials,Financials
064850.KQ,FnGuide Inc,South Korea,South Korea,工業品,Financials,Financials
175330.KS,JB Financial Group Co Ltd,South Korea,South Korea,金融,Financials,Financials
211050.KQ,Incar Finance Service Co Ltd,South Korea,South Korea,金融,Financials,Financials
246690.KQ,TS Investment Corp,South Korea,South Korea,金融,Financials,Financials
241520.KQ,DSC Investment Inc,South Korea,South Korea,金融,Financials,Financials
277070.KQ,Lindeman Asia Investment Corp,South Korea,South Korea,金融,Financials,Financials
289080.KQ,SV Investment Corp,South Korea,South Korea,金融,Financials,Financials
293580.KQ,Nau IB Capital,South Korea,South Korea,金融,Financials,Financials
027360.KQ,Aju IB Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
316140.KS,Woori Financial Group Inc,South Korea,South Korea,金融,Financials,Financials
100790.KQ,Mirae Asset Venture Investment Co Ltd,South Korea,South Korea,金融,Financials,Financials
307930.KQ,Company K Partners Ltd,South Korea,South Korea,金融,Financials,Financials
234340.KQ,Hecto Financial Co Ltd,South Korea,South Korea,工業品,Financials,Financials
190650.KQ,Korea Asset Investment Securities Co Ltd,South Korea,South Korea,金融,Financials,Financials
244920.KS,A Plus Asset Advisor Co Ltd,South Korea,South Korea,金融,Financials,Financials
294570.KQ,Coocon Corp,South Korea,South Korea,技術,Financials,Financials
323410.KS,KakaoBank Corp,South Korea,South Korea,金融,Financials,Financials
377300.KS,KakaoPay Corp,South Korea,South Korea,技術,Financials,Financials
330730.KQ,StoneBridge Ventures Inc,South Korea,South Korea,金融,Financials,Financials
309960.KQ,LB Investment Inc,South Korea,South Korea,金融,Financials,Financials
452300.KQ,Capstone Partners Co Ltd,South Korea,South Korea,金融,Financials,Financials
440290.KQ,HB Investment Inc,South Korea,South Korea,金融,Financials,Financials
CSF.CM,Nation Lanka Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
NDB.CM,National Development Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
LVEN.CM,Lanka Ventures PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ALLI.CM,Alliance Finance Company PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ASPH.CM,Industrial Asphalts (Ceylon) PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CFIN.CM,Central Finance Company PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CFI.CM,Colombo Fort Investments PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CINV.CM,Ceylon Investment PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CINS.CM,Ceylinco Holdings PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CIT.CM,Colombo Investment Trust PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
COMB.CM,Commercial Bank of Ceylon PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
DFCC.CM,DFCC Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
GUAR.CM,Ceylon Guardian Investment Trust PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
HNB.CM,Hatton National Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CEYO.CM,Ceylon Land & Equity PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
LOLC.CM,LOLC Holdings PLC,Sri Lanka,Sri Lanka,工業品,Financials,Financials
MBSL.CM,Merchant Bank of Sri Lanka & Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SAMP.CM,Sampath Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SEYB.CM,Seylan Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
UAL.CM,Union Assurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SEMB.CM,SMB Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
PMB.CM,PMF Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
LFIN.CM,LB Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CFVF.CM,First Capital Holdings PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
NTB.CM,Nations Trust Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SFTL.CM,Softlogic Life Insurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
WAPO.CM,Galle Face Capital Partners PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
HDFC.CM,HDFC Bank of Sri Lanka,Sri Lanka,Sri Lanka,金融,Financials,Financials
HASU.CM,HNB Assurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
PABC.CM,Pan Asia Banking Corporation PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ATL.CM,Amana Takaful PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
JINS.CM,Janashakthi Insurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CAPR.CM,Softlogic Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
VALL.CM,Vallibel Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CDBF.CM,Citizens Development Business Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SIFI.CM,Singer Finance (Lanka) PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
UNIO.CM,Union Bank of Colombo PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SFCL.CM,Senkadagala Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
MERC.CM,Mercantile Investments and Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
COMN.CM,Commercial Credit and Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
AMCL.CM,AMW Capital Leasing and Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
BIMP.CM,Bimputh Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ASSO.CM,Associated Motor Finance Company PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
AFSL.CM,Abans Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
LOLF.CM,Lolc Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SOCL.CM,Softlogic Capital PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
DIAO.CM,Dialog Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
PEOP.CM,People's Leasing & Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ASAS.CM,Asia Asset Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SANA.CM,Sanasa Development Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ASIA.CM,Asia Siyaka Commodities PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ABLT.CM,Amana Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ARIC.CM,Arpico Insurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
PEIN.CM,People's Insurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ORIT.CM,Orient Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
ANTK.CM,Amana Takaful Life PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
HNBF.CM,HNB Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
CAPI.CM,Capital Alliance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
SARV.CM,Sarvodaya Development Finance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
FIRS.CM,First Capital Treasuries PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
LOLG.CM,LOLC General Insurance PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
COOP.CM,Co-Operative Insurance Company PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
UBF.CM,UB Finance Company Ltd,Sri Lanka,Sri Lanka,金融,Financials,Financials
CBNK.CM,Cargills Bank PLC,Sri Lanka,Sri Lanka,金融,Financials,Financials
HSBK.KZ,Halyk Bank AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
CCBN.KZ,Bank TsentrKredit AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
NRBN.KZ,Nurbank AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
ASBN.KZ,ForteBank AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
KZIK.KZ,Kazakhstanskaya Zhilishchnaya Kompaniya AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
KASE.KZ,Kazakhstanskaya Fondovaya Birzha AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
CSECgm.KZ,Sentras-Global'nye Rynki IPIF,Kazakhstan,Kazakhstan,金融,Financials,Financials
FFIN.KZ,Freedom Finans AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
KSPI.KZ,Kaspi.kz AO,Kazakhstan,Kazakhstan,技術,Financials,Financials
ASLF.KZ,KSZh Freedom Finance Life AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
FHRP.KZ,FH Respublika AO,Kazakhstan,Kazakhstan,金融,Financials,Financials
QINS.QA,Qatar Insurance Company QSPC,Qatar,Qatar,金融,Financials,Financials
QNBK.QA,Qatar National Bank QPSC,Qatar,Qatar,金融,Financials,Financials
QGIR.QA,Qatar General Insurance & Reinsurance Company QPSC,Qatar,Qatar,金融,Financials,Financials
QIIB.QA,Qatar International Islamic Bank QPSC,Qatar,Qatar,金融,Financials,Financials
QISB.QA,Qatar Islamic Bank QPSC,Qatar,Qatar,金融,Financials,Financials
AABQ.QA,Ahli Bank QPSC,Qatar,Qatar,金融,Financials,Financials
KINS.QA,Al Khaleej Takaful Insurance Company QPSC,Qatar,Qatar,金融,Financials,Financials
DOBK.QA,Doha Bank QPSC,Qatar,Qatar,金融,Financials,Financials
COMB.QA,Commercial Bank PSQC,Qatar,Qatar,金融,Financials,Financials
SALM.QA,Salam International Investment QPSC,Qatar,Qatar,房地產,Financials,Financials
QIIC.QA,Qatar Islamic Insurance Company QPSC,Qatar,Qatar,金融,Financials,Financials
DICO.QA,Doha Insurance Group QPSC,Qatar,Qatar,金融,Financials,Financials
DBIS.QA,Dlala Brokerage and Investment Holding Co QPSC,Qatar,Qatar,金融,Financials,Financials
MARK.QA,Masraf Al Rayan QPSC,Qatar,Qatar,金融,Financials,Financials
QOIS.QA,Qatar Oman Investment Company QPSC,Qatar,Qatar,金融,Financials,Financials
IHGS.QA,Inma Holding Co,Qatar,Qatar,金融,Financials,Financials
QFBQ.QA,Lesha Bank Public LLC,Qatar,Qatar,金融,Financials,Financials
DUBK.QA,Dukhan Bank QPSC,Qatar,Qatar,金融,Financials,Financials
BEMA.QA,Damaan Islamic Insurance Co Beema,Qatar,Qatar,金融,Financials,Financials
QLMI.QA,QLM Life & Medical Insurance Company QPSC,Qatar,Qatar,金融,Financials,Financials
MASB.DU,Mashreqbank PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
DISB.DU,Dubai Islamic Bank Public JSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
DNIN.DU,Dubai National Insurance & Reinsurance Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SHUA.DU,Shuaa Capital (PSC),United Arab Emirates,United Arab Emirates,金融,Financials,Financials
QIC.AD,Umm Al Qaiwain General Investment Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
DINC.DU,Dubai Insurance Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ADIB.AD,Abu Dhabi Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AWNIC.AD,Al Wathba National Insurance Company PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
FAB.AD,First Abu Dhabi Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
DHAFRA.AD,Al Dhafra Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AKIC.AD,Al Khazna Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
WAHA.AD,Al Waha Capital PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ADCB.AD,Abu Dhabi Commercial Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
EIC.AD,Emirates Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ALAIN.AD,Al Ain Ahlia Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
CBI.AD,Commercial Bank International PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
NGIN.DU,National General Insurance Co PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
CBD.DU,Commercial Bank of Dubai psc,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
FIDELITYUNITED.AD,United Fidelity Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ADNIC.AD,Abu Dhabi National Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AMLK.DU,Amlak Finance PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
BOS.AD,Bank of Sharjah PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
UNION.AD,Union Insurance Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AMAN.DU,Dubai Islamic Insurance & Reinsurance Company Aman PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SUKOON.DU,Sukoon Insurance PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SIB.AD,Sharjah Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ABNIC.AD,Al Buhaira National Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
UAB.AD,United Arab Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
INVESTB.AD,Invest Bank PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
EIBAN.DU,Emirates Investment Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
TKFL.AD,Abu Dhabi National Takaful Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
EIB.DU,Emirates Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
NBQ.AD,National Bank of Umm Al-Qaiwain PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
FH.AD,Finance House PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
RAKNIC.AD,Ras Al Khaimah National Insurance Company PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ALL.DU,Alliance Insurance PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SUKOONT.DU,Sukoon Takaful PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
RAKBANK.AD,National Bank of Ras Al Khaimah PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SALAMA.DU,Islamic Arab Insurance Co PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
SICO.AD,Sharjah Insurance Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
NBF.AD,National Bank of Fujairah PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ASNC.DU,Al Sagr National Insurance Co PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ORIENT.DU,Orient Insurance PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
DFM.DU,Dubai Financial Market PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ALRAMZ.DU,Al Ramz Corporation Investment and Development PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AFNIC.AD,Al Fujairah National Insurance Company PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ENBD.DU,Emirates NBD Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AJBNK.DU,Ajman Bank PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
METHAQ.AD,Methaq Takaful Insurance PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
